id	species	size	synonyms	symbols	descriptions
1390766	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU33400	yvgN	glyoxal/methylglyoxal reductase
1390767	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU33410	yvgO	hypothetical protein
1390768	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU33420	nhaK	Na+/H+ antiporter
1390769	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU33450	helD	DNA 3'-5' helicase IV
1390770	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU33460	yvgT	integral inner membrane protein
1390771	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU33510	copZ	copper insertion chaperone and transporter component
1390772	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU33520	csoR	repressor of copper utilisation proteins
1390773	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU33530	yvaA	oxidoreductase
1390774	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU33540	yvaB	azoreductase
1390775	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU33550	yvaC	integral inner membrane protein
1390776	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU33590	yvaG	oxidoreductase
1390777	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU33600	smpB	SsrA-binding protein
1390778	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU33630	secG	preprotein translocase subunit SecG
1390779	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU33640	yvaM	hydrolase
1390780	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU33650	yvzC	transcriptional regulator
1390781	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU33690	yvaQ	methyl-accepting transducer
1390782	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU33770	spbC	killing factor SdpC
1390783	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU33840	yvbF	transcriptional regulator
1390784	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU33850	yvbG	integral inner membrane protein
1390785	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU33860	yvbH	hypothetical protein
1390786	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU33870	yvbI	permease
1390787	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU33880	yvbJ	hypothetical protein
1390788	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU33890	yvbK	acyltransferase
1390789	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU33960	araE	arabinose-related compounds permease
1390790	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU33970	araR	transcriptional repressor of the ara regulon (LacI family)
1390791	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU33980	yvbT	alkanal monooxygenase
1390792	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU33990	yvbU	LysR family transcriptional regulator
1390793	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU34000	cyeB	cysteine and O-acetylserine efflux permease
1390794	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU34010	yvbW	amino acid permease
1390795	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU34020	yvbX	epimerase modification of peptidoglycan
1390796	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU34170	ganR	LacI family transcriptional regulator
1390797	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU34190	yvfH	lactate permease
1390798	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU34200	sigL	RNA polymerase sigma-54 factor (sigma-L)
1390799	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU34210	yvfG	hypothetical protein
1390800	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU34380	slrR	transcriptional regulator
1390801	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU34390	pnbA	para-nitrobenzyl esterase (intracellular esterase B)
1390802	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU34420	yveF	hypothetical protein
1390803	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU34470	yveA	L-aspartate/L-glutamate permease
1390804	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU34480	yvdT	TetR/AcrR family transcriptional regulator
1390805	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU34510	yvdQ	hypothetical protein
1390806	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU34520	yvdP	spore coat protein; oxidoreductase
1390807	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU34530	cotR	spore coat protein assembly factor CotR
1390808	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU34540	clpP	ATP-dependent Clp protease proteolytic subunit
1390809	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU34640	yvdD	hypothetical protein
1390810	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU34650	yvdC	pyrophosphohydrolase
1390811	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU34680	yvcT	2-hydroxyacid dehydrogenase
1390812	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU34790	trxB	thioredoxin reductase
1390813	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU34800	cwlO	secreted cell wall DL-endopeptidase
1390814	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU34810	yvcD	hypothetical protein
1390815	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU34820	bmrA	efflux transporter ATP-binding and permease protein
1390816	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU34940	yvpB	hydrolase
1390817	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU34950	pelC	secreted pectate lyase
1390818	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU35040	yvnB	exported phosphohydrolase
1390819	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU35050	yvnA	transcriptional regulator
1390820	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU35140	yvkN	hypothetical protein
1390821	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU35150	yvzB	flagellin
1390822	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU35180	csbA	hypothetical protein
1390823	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU35190	yvkC	phosphotransferase
1390824	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU35220	minJ	topological determinant of cell division
1390825	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU35240	ctpB	PDZ-containing carboxyl-terminal protease processing protease
1390826	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU35310	yvyD	ribosome-associated sigma 54 modulation protein
1390827	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU35360	hag	flagellin
1390828	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU35440	yvyF	regulator of flagella formation
1390829	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU35480	yviA	hypothetical protein
1390830	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU35530	tagO	UDP-N-acetylglucosamine:undecaprenyl-P N-acetylglucosaminyl-1-P transferase
1390831	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU35650	lytR	membrane-bound transcriptional regulator LytR
1390832	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU35660	mnaA	UDP-N-acetylmannosamine 2-epimerase
1390833	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU35670	gtaB	UTP-glucose-1-phosphate uridylyltransferase
1390834	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU35680	ggaB	poly(glucosyl N-acetylgalactosamine 1-phosphate) glucosyltransferase
1390835	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU35690	ggaA	poly(glucosyl N-acetylgalactosamine 1-phosphate) glucosyltransferase
1390836	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU35740	tagD	glycerol-3-phosphate cytidylyltransferase
1390837	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU35770	tagC	polyglycerol phosphate assembly and export protein (teichoic acid biosynthesis)
1390838	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU35780	lytD	exported N-acetylglucosaminidase (major autolysin) (CWBP90)
1390839	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU35790	yvyI	phosphohexomutase ; cupin family
1390840	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU35850	ywtE	hydrolase
1390841	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU35860	pgdS	gamma-DL-glutamyl hydrolase
1390842	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU35970	ywsB	hypothetical protein
1390843	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU35980	ywsA	hypothetical protein
1390844	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU35990	ywrO	nitroreductase
1390845	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU36020	alsR	LysR family transcriptional regulator
1390846	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU36030	ywrK	Na+/H+ antiporter
1390847	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU36040	ywrJ	hypothetical protein
1390848	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU36050	cotB	spore coat protein
1390849	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU36060	cotH	spore coat protein
1390850	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU36070	cotG	spore morphogenetic protein
1390851	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU36080	ywrF	hypothetical protein
1390852	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU36090	ywrE	hypothetical protein
1390853	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU36100	ywrD	gamma-glutamyltransferase
1390854	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU36160	ywqM	LysR family transcriptional regulator
1390855	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU36220	ywqG	hypothetical protein
1390856	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU36230	ywqF	UDP-glucose dehydrogenase
1390857	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU36320	ywpG	hypothetical protein
1390858	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU36330	ywpF	hypothetical protein
1390859	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU36340	ywpE	sortase
1390860	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU36350	ywpD	two-component sensor histidine kinase
1390861	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU36360	mscL	large-conductance mechanosensitive channel
1390862	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU36380	rapD	response regulator aspartate phosphatase
1390863	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU36460	ywoF	pectate lyase
1390864	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU36470	pucI	allantoin permease
1390865	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU36500	ywoB	integral inner membrane protein
1390866	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU36530	bcrC	undecaprenyl pyrophosphate phosphatase
1390867	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU36540	ywnJ	integral inner membrane protein
1390868	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU36550	spoIIQ	forespore protein required for alternative engulfment
1390869	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU36580	ywnF	hypothetical protein
1390870	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU36590	clsA	cardiolipin synthase
1390871	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU36600	mta	MerR family transcriptional regulator
1390872	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU36610	ywnC	integral inner membrane protein
1390873	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU36670	csbD	stress response protein
1390874	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU36690	rapB	response regulator aspartate phosphatase
1390875	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU36720	ywmE	hypothetical protein
1390876	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU36730	ywmD	hypothetical protein
1390877	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU36740	ywmC	hypothetical protein
1390878	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU36750	spoIID	stage II sporulation autolysin
1390879	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU36780	ywzB	hypothetical protein
1390880	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU36790	ywmA	hypothetical protein
1390881	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU36860	atpE	F0F1 ATP synthase subunit C
1390882	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU36890	upp	uracil phosphoribosyltransferase
1390883	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU36900	glyA	serine hydroxymethyltransferase
1390884	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU36930	ywlE	protein-tyrosine-phosphatase
1390885	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU36940	ywlD	integral inner membrane protein
1390886	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU36950	ywlC	ribosome maturation factor; RNA binding protein
1390887	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU36960	ywlB	hypothetical protein
1390888	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU36970	spoIIR	pro-sigma(E) endopeptidase
1390889	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU36980	ywlA	integral inner membrane protein
1390890	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU36990	ywkF	hypothetical protein
1390891	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU37020	ywkD	lyase
1390892	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU37030	racA	polar chromosome segregation protein
1390893	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU37040	ywkB	transporter
1390894	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU37050	ywkA	malate dehydrogenase
1390895	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU37060	tdk	thymidine kinase
1390896	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU37070	rpmE	50S ribosomal protein L31
1390897	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU37120	fbaA	fructose-bisphosphate aldolase
1390898	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU37130	spo0F	two-component response regulator
1390899	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU37140	ywjG	oxidoreductase
1390900	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU37150	pyrG	CTP synthetase
1390901	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU37160	rpoE	DNA-directed RNA polymerase subunit delta
1390902	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU37210	ywjC	hypothetical protein
1390903	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU37290	arfM	transcriptional regulator
1390904	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU37300	ywiC	integral inner membrane protein
1390905	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU37310	fnr	FNR/CAP family transcriptional regulator
1390906	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU37480	ywhH	RNA-binding protein
1390907	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU37540	ywhB	4-oxalocrotonate tautomerase
1390908	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU37550	ywhA	MarR family transcriptional regulator
1390909	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU37610	ywzC	hypothetical protein
1390910	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU37620	rsfA	prespore-specific regulatory gene
1390911	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU37630	ywfM	transporter
1390912	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU37660	eutD	phosphotransacetylase
1390913	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU37680	ywfH	carrier protein reductase of bacilysin synthesis
1390914	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU37750	ywfA	efflux transporter
1390915	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU37780	rocA	1-pyrroline-5-carboxylate dehydrogenase
1390916	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU37800	yweA	member of the processed secretome
1390917	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU37920	ywdL	spore coat protein
1390918	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU37990	ywdE	integral inner membrane protein
1390919	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU38020	thiD	pyridoxal kinase
1390920	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU38030	ywdA	hypothetical protein
1390921	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU38060	ywcJ	formate/nitrite transporter
1390922	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU38090	vpr	extracellular serine protease
1390923	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU38100	ywcH	monooxygenase
1390924	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU38110	nfrA	FMN-containing NADPH-linked nitro/flavin reductase
1390925	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU38120	rodA	factor involved in extension of the lateral walls of the cell
1390926	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU38130	ywcE	protein required for proper spore morphogenesis and germination
1390927	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU38210	ywcD	integral inner membrane protein
1390928	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU38250	ywbO	sulfur oxido-reductase
1390929	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU38360	ywbD	AdoMet-dependent methyltransferase
1390930	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU38370	ywbC	lyase
1390931	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU38380	ywbB	hypothetical protein
1390932	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU38390	ywbA	phosphotransferase system enzyme IIC permease
1390933	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU38400	epr	extracellular serine protease
1390934	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU38430	gspA	glycosyl transferase (general stress protein)
1390935	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU38440	ywaF	integral inner membrane protein
1390936	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU38450	ywaE	MarR family transcriptional regulator
1390937	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU38460	tyrZ	tyrosyl-tRNA synthetase
1390938	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU38470	ywaD	double-zinc aminopeptidase
1390939	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU38480	ywaC	(p)ppGpp synthetase
1390940	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU38490	menA	1,4-dihydroxy-2-naphthoate octaprenyltransferase
1390941	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU38600	licR	transcriptional activator of the lichenan operon
1390942	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU38630	katX	major catalase in spores
1390943	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU38640	yxlH	efflux transporter
1390944	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU38710	yxlA	purine-cytosine permease
1390945	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU38720	yxkO	carbohydrate kinase
1390946	Bacillus subtilis subsp. subtilis str. 168 :NC_000964	1	BSU38770	cimH	citrate/malate/H+ symporter
